DEBUG 2026-05-15 10:21:22,411 [2    ] Abp.AutoMapper.AbpAutoMapperModule       - AutoMail.Users.Dto.UserDto
DEBUG 2026-05-15 10:21:22,412 [2    ] Abp.AutoMapper.AbpAutoMapperModule       - AutoMail.Sessions.Dto.TenantLoginInfoDto
DEBUG 2026-05-15 10:21:22,412 [2    ] Abp.AutoMapper.AbpAutoMapperModule       - AutoMail.Sessions.Dto.UserLoginInfoDto
DEBUG 2026-05-15 10:21:22,412 [2    ] Abp.AutoMapper.AbpAutoMapperModule       - AutoMail.Roles.Dto.PermissionDto
DEBUG 2026-05-15 10:21:22,412 [2    ] Abp.AutoMapper.AbpAutoMapperModule       - AutoMail.MultiTenancy.Dto.CreateTenantDto
DEBUG 2026-05-15 10:21:22,413 [2    ] Abp.AutoMapper.AbpAutoMapperModule       - AutoMail.MultiTenancy.Dto.TenantDto
INFO  2026-05-15 10:21:29,286 [2    ] tCore.Builder.RequestLocalizationOptions - Supported Request Localization Cultures: en,es-MX,fr,de,it,nl,pt-BR,tr,ru,ar,fa,ja,zh-Hans
INFO  2026-05-15 10:21:31,291 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/ - - -
INFO  2026-05-15 10:21:31,427 [2    ] Microsoft.Hosting.Lifetime               - Application started. Press Ctrl+C to shut down.
INFO  2026-05-15 10:21:31,431 [2    ] Microsoft.Hosting.Lifetime               - Hosting environment: Development
INFO  2026-05-15 10:21:31,435 [2    ] Microsoft.Hosting.Lifetime               - Content root path: D:\AutoMail\src\AutoMail.Web.Host
INFO  2026-05-15 10:21:34,150 [14   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'AutoMail.Web.Host.Controllers.HomeController.Index (AutoMail.Web.Host)'
INFO  2026-05-15 10:21:34,251 [14   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Index() on controller AutoMail.Web.Host.Controllers.HomeController (AutoMail.Web.Host).
INFO  2026-05-15 10:21:34,825 [13   ] vc.Infrastructure.RedirectResultExecutor - Executing RedirectResult, redirecting to /swagger.
INFO  2026-05-15 10:21:34,854 [13   ] c.Infrastructure.ControllerActionInvoker - Executed action AutoMail.Web.Host.Controllers.HomeController.Index (AutoMail.Web.Host) in 577.5069ms
INFO  2026-05-15 10:21:34,859 [13   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'AutoMail.Web.Host.Controllers.HomeController.Index (AutoMail.Web.Host)'
INFO  2026-05-15 10:21:34,882 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger - - -
INFO  2026-05-15 10:21:34,902 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/ - 302 - - 3627.3058ms
INFO  2026-05-15 10:21:34,930 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/index.html - - -
INFO  2026-05-15 10:21:34,936 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger - 301 - - 53.0022ms
INFO  2026-05-15 10:21:35,104 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/index.html - 200 - text/html;charset=utf-8 174.8597ms
INFO  2026-05-15 10:21:35,107 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/swagger-ui-bundle.js - - -
INFO  2026-05-15 10:21:35,140 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/swagger-ui.css - - -
INFO  2026-05-15 10:21:35,183 [10   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
INFO  2026-05-15 10:21:35,189 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/swagger-ui.css - 200 154949 text/css 80.7574ms
INFO  2026-05-15 10:21:35,221 [14   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger-ui-bundle.js'. Physical path: 'N/A'
INFO  2026-05-15 10:21:35,244 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/swagger-ui-standalone-preset.js - - -
INFO  2026-05-15 10:21:35,260 [14   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger-ui-standalone-preset.js'. Physical path: 'N/A'
INFO  2026-05-15 10:21:35,316 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/ui/abp.js - - -
INFO  2026-05-15 10:21:35,342 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/ui/abp.swagger.js - - -
INFO  2026-05-15 10:21:35,370 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/swagger-ui-bundle.js - 200 1484234 text/javascript 211.6654ms
INFO  2026-05-15 10:21:35,401 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/swagger-ui-standalone-preset.js - 200 229223 text/javascript 71.8367ms
INFO  2026-05-15 10:21:35,416 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - - -
INFO  2026-05-15 10:21:35,425 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - 200 14939 application/javascript;+charset=utf-8 8.8790ms
INFO  2026-05-15 10:21:35,491 [14   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger/ui/abp.js'. Physical path: 'D:\AutoMail\src\AutoMail.Web.Host\wwwroot\swagger\ui\abp.js'
INFO  2026-05-15 10:21:35,494 [9    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/swagger/ui/abp.swagger.js'. Physical path: 'D:\AutoMail\src\AutoMail.Web.Host\wwwroot\swagger\ui\abp.swagger.js'
INFO  2026-05-15 10:21:35,524 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/ui/abp.js - 200 3814 text/javascript 181.5735ms
INFO  2026-05-15 10:21:35,555 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/ui/abp.swagger.js - 200 8242 text/javascript 178.4340ms
INFO  2026-05-15 10:21:35,558 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_vs/browserLink - - -
INFO  2026-05-15 10:21:35,683 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_vs/browserLink - 200 - text/javascript;+charset=UTF-8 124.0083ms
INFO  2026-05-15 10:21:36,911 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - - -
INFO  2026-05-15 10:21:36,916 [14   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'AutoMail.Web.Host.Controllers.AntiForgeryController.SetCookie (AutoMail.Web.Host)'
INFO  2026-05-15 10:21:36,925 [14   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "SetCookie", controller = "AntiForgery", area = ""}. Executing controller action with signature Void SetCookie() on controller AutoMail.Web.Host.Controllers.AntiForgeryController (AutoMail.Web.Host).
INFO  2026-05-15 10:21:36,982 [14   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
